mobile_name,mobile_price,mobile_color,_sim,disp_size,resolution,os,num_cores,_speed,int_memory,ram,p_cam,f_cam,network,bluetooth,battery_power,mob_width,mob_height,mob_depth,mob_weight
RedmiY2(Darkrey32),7999.00,Darkrey,Sim,15.21,1036800,AndroidOreo8.0,OctaCore,2,32,3,125,16,342,Yes,3080,77.26,160.73,8.1,168
VivoY12(BurundyRed64),9900.00,BurundyRed,Sim,16.13,1111680,AndroidPie9.0,OctaCore,2,64,3,1328,8,3,Yes,5000,76.77,159.43,8.92,190.5
VivoU10(ThunderBlack32),10990.00,ThunderBlack,Sim,16.13,1111680,AndroidPie9,OctaCore,2,32,3,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoY11(MineralBlue32),10849.00,MineralBlue,Sim,16.13,1111680,AndroidPie9,OctaCore,1.95,32,3,132,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoZ1x(FusionBlue64),16990.00,FusionBlue,Sim,16.21,2527200,AndroidPie9,OctaCore,2.3,64,6,4882,32,342,Yes,4500,75.23,159.53,8.13,189.6
VivoZ1x(PhantomPurple64),16990.00,PhantomPurple,Sim,16.21,2527200,AndroidPie9,OctaCore,2.3,64,6,4882,32,342,Yes,4500,75.23,159.53,8.13,189.6
VivoZ1x(FusionBlue128),18990.00,FusionBlue,Sim,16.21,2527200,AndroidPie9,OctaCore,2.3,128,8,4882,32,432,Yes,4500,75.23,159.53,8.13,189.6
VivoZ1x(PhantomPurple128),18990.00,PhantomPurple,Sim,16.21,2527200,AndroidPie9,OctaCore,2.3,128,8,4882,32,432,Yes,4500,75.23,159.53,8.13,189.6
VivoY15(BurundyRed64),12990.00,BurundyRed,Sim,16.13,1111680,AndroidPie9.0,OctaCore,2,64,4,1328,16,3,Yes,5000,76.77,159.43,8.92,190.5
VivoY11(AateRed32),10849.00,AateRed,Sim,16.13,1111680,AndroidPie9,OctaCore,1.95,32,3,132,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoS1Pro(MysticBlack128),19990.00,MysticBlack,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,8,48822,32,423,Yes,4500,75.19,159.25,8.68,186.7
VivoS1Pro(JazzyBlue128),19990.00,JazzyBlue,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,8,48822,32,423,Yes,4500,75.19,159.25,8.68,186.7
VivoS1Pro(DreamyWhite128),19990.00,DreamyWhite,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,8,48822,32,423,Yes,4500,75.19,159.25,8.68,186.7
VivoY91i(FusionBlack32),8990.00,FusionBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,3,13,5,4,Yes,4030,75.09,155.11,8.28,163.5
VivoY91i(OceanBlue32),11982.00,OceanBlue,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,3,13,5,4,Yes,4030,75.09,155.11,8.28,163.5
VivoY50(PearlWhite128),17990.00,PearlWhite,Sim,16.59,2527200,Android10,OctaCore,2,128,8,13822,16,4,Yes,5000,76.46,162.04,9.11,197
VivoY50(IrisBlue128),17990.00,IrisBlue,Sim,16.59,2527200,Android10,OctaCore,2,128,8,13822,16,4,Yes,5000,76.46,162.04,9.11,197
VivoZ1Pro(SonicBlack128),17990.00,SonicBlack,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,128,6,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoZ1Pro(SonicBlack64),13990.00,SonicBlack,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,4,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoZ1Pro(SonicBlue128),17990.00,SonicBlue,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,128,6,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoY91i(OceanBlue32),8705.00,OceanBlue,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,2,13,5,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY91i(FusionBlack32),8949.00,FusionBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,2,13,5,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY19(ManeticBlack128),16375.00,ManeticBlack,Sim,16.59,2527200,AndroidPie9,OctaCore,2,128,4,1682,16,342,Yes,5000,76.47,162.15,8.89,193
VivoV19(MysticSilver256),31990.00,MysticSilver,Sim,16.36,2592000,Android10,OctaCore,2.3,256,8,48822,328,4,Yes,4500,75.04,159.64,8.5,186.5
VivoV19(MysticSilver128),27990.00,MysticSilver,Sim,16.36,2592000,Android10,OctaCore,2.3,128,8,48822,328,4,Yes,4500,75.04,159.64,8.5,186.5
VivoV19(PianoBlack128),27990.00,PianoBlack,Sim,16.36,2592000,Android10,OctaCore,2.3,128,8,48822,328,4,Yes,4500,75.04,159.64,8.5,186.5
VivoV19(PianoBlack256),31990.00,PianoBlack,Sim,16.36,2592000,Android10,OctaCore,2.3,256,8,48822,328,4,Yes,4500,75.04,159.64,8.5,186.5
VivoV17(laciericewhite128),24990.00,laciericewhite,Sim,16.36,2592000,AndroidPie9,OctaCore,2,128,8,48822,32,432,Yes,4500,74.17,159.01,8.54,176
VivoV17(MidnihtOceanBlack128),24990.00,MidnihtOceanBlack,Sim,16.36,2592000,AndroidPie9,OctaCore,2,128,8,48822,32,432,Yes,4500,74.17,159.01,8.54,176
VivoU10(ElectricBlue64),11990.00,ElectricBlue,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,3,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoS1(SkylineBlue64),18990.00,SkylineBlue,Sim,16.21,2527200,AndroidPie9,OctaCore,2,64,6,1682,32,342,Yes,4500,75.23,159.53,8.13,179
VivoS1(SkylineBlue128),16990.00,SkylineBlue,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,4,1682,32,342,Yes,4500,75.23,159.53,8.13,179
VivoS1(SkylineBlue128),19990.00,SkylineBlue,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,6,1682,32,342,Yes,4500,75.23,159.53,8.13,179
VivoS1(DiamondBlack128),16990.00,DiamondBlack,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,4,1682,32,342,Yes,4500,75.23,159.53,8.13,179
VivoS1(DiamondBlack128),19990.00,DiamondBlack,Sim,16.21,2527200,AndroidPie9,OctaCore,2,128,6,1682,32,342,Yes,4500,75.23,159.53,8.13,179
VivoY91i(FusionBlack16),9199.00,FusionBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,16,2,13,5,3,Yes,4030,75.09,155.11,8.28,163.5
VivoV15Pro(TopazBlue128),22399.00,TopazBlue,Sim,16.23,2527200,AndroidPie9.0,OctaCore,2,128,6,4858,32,3,Yes,3700,74.71,157.25,8.21,185
VivoY17(MysticPurple128),13990.00,MysticPurple,Sim,16.13,1111680,AndroidPie9.0,OctaCore,2.3,128,4,1328,20,3,Yes,5000,76.77,159.43,8.92,190.5
VivoV15Pro(RubyRed128),21099.00,RubyRed,Sim,16.23,2527200,AndroidPie9.0,OctaCore,2,128,6,4885,32,3,Yes,3700,74.71,157.25,8.21,185
VivoV17Pro(MidnihtOceanBlack128),29499.00,MidnihtOceanBlack,Sim,16.36,2592000,AndroidPie9.0,OctaCore,2,128,8,481382,328,342,Yes,4100,74.7,159,9.8,201.8
VivoV17Pro(lacierIceWhite128),29499.00,lacierIceWhite,Sim,16.36,2592000,AndroidPie9.0,OctaCore,2,128,8,481382,328,342,Yes,4100,74.7,159,9.8,201.8
VivoU10(ThunderBlack64),11490.00,ThunderBlack,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,3,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoV15Pro(TopazBlue128),28499.00,TopazBlue,Sim,16.23,2527200,AndroidPie9.0,OctaCore,2,128,8,4885,32,3,Yes,3700,74.71,157.25,8.21,185
VivoV11Pro(StarryNihtBlack64),28990.00,StarryNihtBlack,Sim,16.28,2527200,AndroidOreo8.1,OctaCore,1.95,64,6,125,25,3,Yes,3400,75.08,157.91,7.9,156
VivoNEX(Black128),29990.00,Black,Sim,16.74,2501280,AndroidOreo8.1,OctaCore,2.8,128,8,125,8,3,Yes,4000,77,162,7.98,199
VivoY81(Black32),13990.00,Black,Sim,15.49,1094400,AndroidOreo8.1,OctaCore,2,32,3,13,5,3,Yes,3260,75,155.06,7.77,148
VivoV9Youth(Black32),16990.00,Black,Sim,16,2462400,AndroidOreo8.1,OctaCore,1.8,32,4,162,16,3,Yes,3260,75.03,154.81,7.89,150
VivoV15(FrozenBlack64),21099.00,FrozenBlack,Sim,16.59,2527200,AndroidPie9.0,OctaCore,2.1,64,6,1258,32,3,Yes,4000,75.93,161.97,8.54,189.5
VivoY93(StarryBlack32),15500.00,StarryBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY93(StarryBlack64),14990.00,StarryBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,64,3,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY91(OceanBlue32),11990.00,OceanBlue,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,2,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoV7(MatteBlack32),18900.00,MatteBlack,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,1.8,32,4,16,24,3,Yes,3000,72.8,149.3,7.9,139
VivoV7(EnereticBlue32),15990.00,EnereticBlue,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,1.8,32,4,16,24,3,Yes,3000,72.8,149.3,7.9,139
VivoY83(old32),11999.00,old,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,13,8,3,Yes,3260,75.24,155.21,7.7,151
VivoV9(old64),24000.00,old,Sim,16,2462400,AndroidOreo8.1,OctaCore,2.2,64,4,165,24,3,Yes,3260,75.03,154.81,7.89,150
VivoY71i(MatteBlack16),8900.00,MatteBlack,Sim,15.24,1036800,AndroidOreo8.1,QuadCore,1.4,16,2,8,5,3,Yes,3360,75.74,155.87,7.8,
VivoY93(NebulaPurple32),15990.00,NebulaPurple,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoU10(ElectricBlue32),10990.00,ElectricBlue,Sim,16.13,1111680,AndroidPie9,OctaCore,2,32,3,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoZ1Pro(SonicBlack64),14990.00,SonicBlack,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,6,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoZ1Pro(SonicBlue64),13990.00,SonicBlue,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,4,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoZ1Pro(SonicBlue64),14990.00,SonicBlue,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,6,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoU10(ElectricBlue64),12990.00,ElectricBlue,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,4,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoU10(ThunderBlack64),12990.00,ThunderBlack,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,4,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoV9Pro(Black64),17990.00,Black,Sim,16,2462400,AndroidOreo8.1,OctaCore,1.95,64,4,132,16,3,Yes,3260,75.03,154.81,7.89,150
VivoV9Pro(NebulaPurple64),17990.00,NebulaPurple,Sim,16,2462400,AndroidOreo8.1,OctaCore,1.95,64,4,132,16,3,Yes,3260,75.03,154.81,7.89,150
VivoY81(old32),11500.00,old,Sim,15.49,1094400,AndroidOreo8.1,OctaCore,2,32,3,13,5,3,Yes,3260,75,155.06,7.77,148
VivoV9Youth(old32),17999.00,old,Sim,16,2462400,AndroidOreo8.1,OctaCore,1.8,32,4,162,16,3,Yes,3260,75.03,154.81,7.89,150
VivoY91(StarryBlack32),9990.00,StarryBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,3,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY71(old16),10900.00,old,Sim,15.24,1036800,AndroidOreo8.1,QuadCore,1.4,16,3,13,5,3,Yes,3360,75.74,155.87,7.8,150
VivoY71(MatteBlack32),12000.00,MatteBlack,Sim,15.24,1036800,AndroidOreo8.1,QuadCore,1.4,32,4,13,5,3,Yes,3360,75.74,155.87,7.8,150
VivoV7(EnereticBlue64),22325.00,EnereticBlue,Sim,15.21,1036800,AndroidNouat7.1,OctaCore,1.8,64,4,16,24,3,Yes,3225,75.74,155.87,7.7,160
VivoY55S(MatteBlack16),13995.00,MatteBlack,Sim,13.21,921600,AndroidMarshmallow6,QuadCore,1.4,16,3,13,5,3,Yes,2730,72.9,149.9,7.5,142
VivoY55S(rey16),13529.00,rey,Sim,13.21,921600,AndroidMarshmallow6,QuadCore,1.4,16,3,13,5,3,Yes,2730,72.9,149.9,7.5,142
VivoY81i(old16),11990.00,old,Sim,15.8,1094400,AndroidOreo8.1,QuadCore,2,16,2,13,5,3,Yes,3260,75,155.06,7.77,143
VivoY93(StarryBlack32),15500.00,StarryBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY93(StarryBlack64),14990.00,StarryBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,64,3,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY91(OceanBlue32),11990.00,OceanBlue,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,2,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoV7(MatteBlack32),18900.00,MatteBlack,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,1.8,32,4,16,24,3,Yes,3000,72.8,149.3,7.9,139
VivoV7(EnereticBlue32),15990.00,EnereticBlue,Sim,14.48,1036800,AndroidNouat7.1,OctaCore,1.8,32,4,16,24,3,Yes,3000,72.8,149.3,7.9,139
VivoY83(old32),11999.00,old,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,13,8,3,Yes,3260,75.24,155.21,7.7,151
VivoV9(old64),24000.00,old,Sim,16,2462400,AndroidOreo8.1,OctaCore,2.2,64,4,165,24,3,Yes,3260,75.03,154.81,7.89,150
VivoY71i(MatteBlack16),8900.00,MatteBlack,Sim,15.24,1036800,AndroidOreo8.1,QuadCore,1.4,16,2,8,5,3,Yes,3360,75.74,155.87,7.8,150
VivoY93(NebulaPurple32),15990.00,NebulaPurple,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoZ1Pro(SonicBlack64),13990.00,SonicBlack,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,4,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoZ1Pro(SonicBlack64),14990.00,SonicBlack,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,6,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoZ1Pro(SonicBlue64),14990.00,SonicBlue,Sim,16.59,2527200,AndroidPie9,OctaCore,2.3,64,6,1628,32,3,Yes,5000,77.33,162.39,8.85,201
VivoU10(ElectricBlue64),12990.00,ElectricBlue,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,4,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoU10(ThunderBlack64),11490.00,ThunderBlack,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,3,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoU10(ThunderBlack64),12990.00,ThunderBlack,Sim,16.13,1111680,AndroidPie9,OctaCore,2,64,4,1382,8,423,Yes,5000,76.77,159.43,8.92,190.5
VivoV9Pro(Black64),17990.00,Black,Sim,16,2462400,AndroidOreo8.1,OctaCore,1.95,64,4,132,16,3,Yes,3260,75.03,154.81,7.89,150
VivoV9Pro(NebulaPurple64),17990.00,NebulaPurple,Sim,16,2462400,AndroidOreo8.1,OctaCore,1.95,64,4,132,16,3,Yes,3260,75.03,154.81,7.89,150
VivoY71(MatteBlack16),10900.00,MatteBlack,Sim,15.24,1036800,AndroidOreo8.1,QuadCore,1.4,16,3,13,5,3,Yes,3360,75.74,155.87,7.8,150
VivoY71(old32),12000.00,old,Sim,15.24,1036800,AndroidOreo8.1,QuadCore,1.4,32,4,13,5,3,Yes,3360,75.74,155.87,7.8,150
VivoY91i(Black32),8998.00,Black,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,2,13,5,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY91(StarryBlack32),8990.00,StarryBlack,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,2,132,8,3,Yes,4030,75.09,155.11,8.28,163.5
VivoY69(old32),14914.00,old,Sim,13.97,921600,AndroidNouat7,OctaCore,1.5,32,3,13,16,3,Yes,3000,75.7,154.6,7.7,162.8
VivoY81(Black32),14538.00,Black,Sim,15.8,1094400,AndroidOreo8.1,OctaCore,2,32,4,13,5,3,Yes,3260,75,155.06,7.77,148
SamsunalaxyM30S(Blue128),17490.00,Blue,Sim,16.26,2527200,AndroidPie9,OctaCore,2.3,128,4,488,16,34,Yes,6000,159,9,75,186
SamsunalaxyA21s(Blue64),16499.00,Blue,Sim,16.51,1152000,Android10,OctaCore,2,64,4,48822,13,432,Yes,5000,75.3,163.6,8.9,
SamsunalaxyA21s(Black64),16499.00,Black,Sim,16.51,1152000,Android10,OctaCore,2,64,4,48822,13,432,Yes,5000,75.3,163.6,8.9,191
SamsunalaxyA21s(Blue64),18499.00,Blue,Sim,16.51,1152000,Android10,OctaCore,2,64,6,48822,13,432,Yes,5000,75.3,163.6,8.9,191
SamsunalaxyA21s(White64),18499.00,White,Sim,16.51,1152000,Android10,OctaCore,2,64,6,48822,13,432,Yes,5000,75.3,163.6,8.9,191
SamsunalaxyA21s(Black64),18499.00,Black,Sim,16.51,1152000,Android10,OctaCore,2,64,6,48822,13,432,Yes,5000,75.3,163.6,8.9,191
SamsunalaxyA21s(White64),17490.00,White,Sim,16.51,1152000,Android10,OctaCore,2,64,4,48822,13,432,Yes,5000,75.3,163.6,8.9,191
SamsunalaxyM21(MidnihtBlue64),15999.00,MidnihtBlue,Sim,16.26,2527200,AndroidPie10,OctaCore,2.3,64,4,4885,20,4,Yes,6000,75,159,9,188
SamsunalaxyM21(RavenBlack64),15990.00,RavenBlack,Sim,16.26,2527200,AndroidPie10,OctaCore,2.3,64,4,4885,20,4,Yes,6000,75,159,9,188
SamsunalaxyJ2Core(Black16),6299.00,Black,Sim,12.7,518400,AndroidOreo8.1,QuadCore,1.4,16,1,8,5,432,Yes,2600,72.1,143.4,8.95,154
SamsunalaxyM31(OceanBlue128),19900.00,OceanBlue,Sim,16.26,2527200,AndroidPie10,OctaCore,2.3,128,6,64855,32,4,Yes,6000,9,159,75,191
SamsunalaxyS10Lite(PrismBlue512),47999.00,PrismBlue,Sim,17.02,2592000,Android10,OctaCore,2.8,512,8,48125,32,4,Yes,4500,75.6,162.5,8.1,187
SamsunalaxyS10Lite(PrismBlack512),47999.00,PrismBlack,Sim,17.02,2592000,Android10,OctaCore,2.8,512,8,48125,32,4,Yes,4500,75.6,162.5,8.1,187
SamsunalaxyJ2-2017(Metallicold8),6000.00,Metallicold,Sim,11.94,518400,AndroidLollipop5.4.1,QuadCore,1.3,8,1,5,2,342,Yes,2000,69,136.5,8.4,130
SamsunalaxyJ7Pro(Black64),20995.00,Black,Sim,13.97,2073600,AndroidNouat7,OctaCore,1.6,64,3,13,13,34,Yes,3600,74.7,152.4,7.8,178
SamsunalaxyJ7Nxt(Black16),11995.00,Black,Sim,13.97,921600,AndroidNouat7,OctaCore,1.6,16,2,13,5,34,Yes,3000,152.4,78.6,7.6,170
SamsunalaxyJ7Nxt(old16),10995.00,old,Sim,13.97,921600,AndroidNouat7,OctaCore,1.6,16,2,13,5,342,Yes,3000,152.4,78.6,7.6,170
InfinixHot9Pro(Violet64),9999.00,Violet,Sim,16.76,1152000,Android10,OctaCore,2,64,4,4822,8,4,Yes,5000,76.8,165,8.7,185
InfinixHot9Pro(OceanWave64),9999.00,OceanWave,Sim,16.76,1152000,Android10,OctaCore,2,64,4,4822,8,4,Yes,5000,76.8,165,8.7,185
InfinixHot9(Violet64),8999.00,Violet,Sim,16.76,1152000,Android10,OctaCore,2,64,4,1322,8,4,Yes,5000,76.8,165,8.7,185
InfinixHot9(OceanWave64),8999.00,OceanWave,Sim,16.76,1152000,Android10,OctaCore,2,64,4,1322,8,4,Yes,5000,76.8,165,8.7,185
InfinixNote5Stylus(CharcoalBlue64),10999.00,CharcoalBlue,Sim,15.06,2332800,AndroidOreo8.1,OctaCore,2,64,4,16,16,3,Yes,4000,75,158,8.4,190
InfinixS5Pro(Forestreen64),11499.00,Forestreen,Sim,16.59,2527200,Android10,OctaCore,2.3,64,4,482,16,4,Yes,4000,76.88,162.5,8.95,194
InfinixS5Pro(Violet64),11499.00,Violet,Sim,16.59,2527200,Android10,OctaCore,2.3,64,4,482,16,4,Yes,4000,76.88,162.5,8.95,194
InfinixNote5Stylus(BordeauxRed64),10999.00,BordeauxRed,Sim,15.06,2332800,AndroidOreo8.1,OctaCore,2,64,4,16,16,3,Yes,4000,75,158,8.4,190
InfinixHotS3X(Tradewray32),10999.00,Tradewray,Sim,15.75,1080000,AndroidOreo8.1,OctaCore,1.4,32,3,132,16,342,Yes,4000,75.3,156.7,8.3,150
InfinixHotS3X(MilanBlack32),10999.00,MilanBlack,Sim,15.75,1080000,AndroidOreo8.1,OctaCore,1.4,32,3,132,16,342,Yes,4000,75.3,156.7,8.3,150
InfinixNote5(IceBlue64),7699.00,IceBlue,Sim,15.21,2332800,AndroidOreo8.1.0,OctaCore,2,64,4,12,16,3,Yes,4500,75.25,158.25,8.65,175
InfinixNote5(Berlinray64),7699.00,Berlinray,Sim,15.21,2332800,AndroidOreo8.1.0,OctaCore,2,64,4,12,16,3,Yes,4500,75.25,158.25,8.65,175
InfinixHot7(MidnihtBlack64),9999.00,MidnihtBlack,Sim,15.72,1080000,AndroidPie9.0,OctaCore,2.39,64,4,132,132,432,Yes,4000,74.8,153.9,7.9,159
InfinixHot7(MochaBrown64),9999.00,MochaBrown,Sim,15.72,1080000,AndroidPie9.0,OctaCore,2.39,64,4,132,132,432,Yes,4000,74.8,153.9,7.9,159
InfinixHot7(AquaBlue64),9999.00,AquaBlue,Sim,15.72,1080000,AndroidPie9.0,OctaCore,2.39,64,4,132,132,432,Yes,4000,74.8,153.9,7.9,159
InfinixNote5(Berlinray32),7599.00,Berlinray,Sim,15.21,2332800,AndroidOreo8.1.0,OctaCore,2,32,3,12,16,3,Yes,4500,75.25,158.25,8.65,175
InfinixHotS3(TopazBlue64),11999.00,TopazBlue,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,64,4,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixHotS3(SandstoneBlack64),11999.00,SandstoneBlack,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,64,4,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixHotS3(Blushold64),11999.00,Blushold,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,64,4,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixS5Lite(Violet64),8499.00,Violet,Sim,16.76,1152000,AndroidPie9,OctaCore,2,64,4,162,16,432,Yes,4000,76,164,7.9,178
InfinixS5Lite(QuetzalCyan64),8499.00,QuetzalCyan,Sim,16.76,1152000,AndroidPie9,OctaCore,2,64,4,162,16,432,Yes,4000,76,164,7.9,178
InfinixS5Lite(MidnihtBlack64),8499.00,MidnihtBlack,Sim,16.76,1152000,AndroidPie9,OctaCore,2,64,4,162,16,432,Yes,4000,76,164,7.9,178
InfinixNote5(MilanBlack32),7599.00,MilanBlack,Sim,15.21,2332800,AndroidOreo8.1.0,OctaCore,2,32,3,12,16,3,Yes,4500,75.25,158.25,8.65,175
InfinixZero5Pro(BronzeoldBlack128),19999.00,BronzeoldBlack,Sim,15.19,2073600,AndroidNouat7,OctaCore,2.6,128,6,1213,16,3,Yes,4350,82.38,166.38,7.95,197
InfinixS4(NebulaBlue32),9599.00,NebulaBlue,Sim,15.77,1094400,AndroidPie9.0,OctaCore,2,32,3,132,32,3,Yes,4000,75,156,7.9,155
InfinixS4(TwilihtPurple32),9599.00,TwilihtPurple,Sim,15.77,1094400,AndroidPie9.0,OctaCore,2,32,3,132,32,3,Yes,4000,75,156,7.9,
InfinixS4(Spaceray32),9599.00,Spaceray,Sim,15.77,1094400,AndroidPie9.0,OctaCore,2,32,3,132,32,3,Yes,4000,75,156,7.9,155
InfinixS5(QuetzalCyan64),9599.00,QuetzalCyan,Sim,16.76,1152000,AndroidPie9,OctaCore,2,64,4,1652,32,4,Yes,4000,76,164,7.9,178
InfinixS5(Violet64),9599.00,Violet,Sim,16.76,1152000,AndroidPie9,OctaCore,2,64,4,1652,32,4,Yes,4000,76,164,7.9,178
InfinixHotS3(Blushold32),9999.00,Blushold,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,32,3,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixHotS3(SandstoneBlack32),9999.00,SandstoneBlack,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,32,3,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixHotS3(TopazBlue32),9999.00,TopazBlue,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,32,3,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixHotS3(BordeauxRed32),9999.00,BordeauxRed,Sim,14.35,1036800,AndroidOreo8,OctaCore,1.4,32,3,13,20,3,Yes,4000,72.85,153,8.4,150
InfinixNote5(MilanBlack64),7699.00,MilanBlack,Sim,15.21,2332800,AndroidOreo8.1.0,OctaCore,2,64,4,12,16,3,Yes,4500,75.25,158.25,8.65,175
InfinixZero5(SandstoneBlack64),17999.00,SandstoneBlack,Sim,15.19,2073600,AndroidNouat7,OctaCore,2.6,64,6,1213,16,3,Yes,4350,82.38,166.38,7.95,197
InfinixZero5(BordeauxRed64),17999.00,BordeauxRed,Sim,15.19,2073600,AndroidNouat7,OctaCore,2.6,64,6,1213,16,3,Yes,4350,82.38,166.38,7.95,197
POCOF1(SteelBlue128),18999.00,SteelBlue,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,128,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(SteelBlue256),22999.00,SteelBlue,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(raphiteBlack256),22999.00,raphiteBlack,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(ArmouredEdition256),22999.00,ArmouredEdition,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,256,8,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOF1(RossoRed64),19999.00,RossoRed,Sim,15.7,2332800,AndroidOreo8.1,OctaCore,2.8,64,6,125,20,3,Yes,4000,75.3,155.5,8.8,180
POCOX2(MatrixPurple256),21499.00,MatrixPurple,Sim,16.94,2592000,Android10,OctaCore,2.2,256,8,64822,202,4,Yes,4500,76.6,165.3,8.79,208
POCOX2(MatrixPurple64),17499.00,MatrixPurple,Sim,16.94,2592000,Android10,OctaCore,2.2,64,6,64822,202,4,Yes,4500,76.6,165.3,8.79,208
